// SUT_2_US.SUT_2_NE.SUT_3_US.SUT_3_NE.SL_BA_US.SL_BA_NE.SKOK_NAP.SKOK_OBR.ASISTENC.OSOB_GRE.IZG_LOPT.UKR_LOPT.BLOKADE.K1.K2
25,000.29,000.2,000.2,000.19,000.5,000.13,000.23,000.4,000.14,000.20,000.10,000.1,000.1,000.8,000
16,000.12,000.10,000.17,000.13,000.6,000.7,000.12,000.14,000.19,000.18,000.9,000.1,000.1,000.4,000
16,000.12,000.7,000.18,000.23,000.6,000.7,000.17,000.10,000.28,000.15,000.8,000.1,000.1,000.7,000
18,000.17,000.7,000.7,000.20,000.13,000.10,000.27,000.16,000.18,000.12,000.6,000.8,000.1,000.16,000
16,000.18,000.8,000.11,000.22,000.5,000.8,000.19,000.14,000.25,000.12,000.6,000.0,000.1,000.2,000
19,000.28,000.7,000.8,000.19,000.6,000.12,000.33,000.11,000.15,000.9,000.4,000.4,000.1,000.18,000
16,000.17,000.9,000.14,000.20,000.7,000.9,000.23,000.14,000.36,000.20,000.8,000.4,000.1,000.1,000
26,000.15,000.5,000.10,000.14,000.3,000.13,000.30,000.10,000.15,000.12,000.2,000.4,000.1,000.26,000
20,000.22,000.7,000.13,000.20,000.9,000.12,000.29,000.11,000.21,000.18,000.8,000.2,000.1,000.8,000
34,000.19,000.3,000.10,000.5,000.3,000.12,000.27,000.22,000.18,000.15,000.3,000.3,000.1,000.6,000
24,000.25,000.5,000.7,000.20,000.7,000.11,000.25,000.6,000.23,000.11,000.11,000.2,000.1,000.31,000
31,000.16,000.5,000.9,000.6,000.4,000.5,000.22,000.10,000.13,000.11,000.3,000.5,000.1,000.14,000
18,000.24,000.5,000.11,000.33,000.9,000.16,000.29,000.2,000.26,000.24,000.8,000.6,000.1,000.20,000
33,000.15,000.3,000.8,000.10,000.2,000.13,000.32,000.15,000.17,000.25,000.7,000.4,000.1,000.20,000
19,000.26,000.10,000.10,000.17,000.9,000.12,000.25,000.11,000.18,000.21,000.6,000.2,000.1,000.3,000
24,000.16,000.8,000.14,000.13,000.2,000.8,000.21,000.16,000.13,000.10,000.7,000.0,000.1,000.14,000
20,000.16,000.3,000.4,000.37,000.9,000.7,000.22,000.10,000.19,000.17,000.9,000.3,000.1,000.10,000
25,000.20,000.4,000.9,000.24,000.8,000.9,000.31,000.20,000.19,000.15,000.3,000.3,000.1,000.12,000
29,000.21,000.6,000.9,000.11,000.6,000.19,000.21,000.12,000.18,000.10,000.3,000.1,000.1,000.2,000
34,000.23,000.1,000.7,000.7,000.7,000.11,000.29,000.16,000.22,000.18,000.8,000.6,000.1,000.22,000
26,000.16,000.7,000.12,000.16,000.4,000.12,000.17,000.20,000.19,000.12,000.7,000.1,000.1,000.8,000
33,000.26,000.5,000.14,000.9,000.7,000.22,000.31,000.17,000.13,000.11,000.11,000.8,000.1,000.32,000
24,000.21,000.4,000.8,000.30,000.11,000.10,000.25,000.16,000.23,000.15,000.8,000.1,000.1,000.15,000
24,000.23,000.6,000.9,000.25,000.9,000.18,000.21,000.10,000.27,000.17,000.8,000.1,000.1,000.18,000
29,000.20,000.8,000.9,000.9,000.5,000.9,000.29,000.26,000.22,000.13,000.5,000.2,000.1,000.25,000
27,000.22,000.6,000.6,000.20,000.7,000.11,000.26,000.5,000.21,000.15,000.8,000.7,000.1,000.13,000
34,000.14,000.3,000.12,000.15,000.3,000.8,000.29,000.20,000.13,000.14,000.7,000.8,000.1,000.31,000
26,000.15,000.5,000.8,000.26,000.7,000.6,000.28,000.14,000.19,000.18,000.3,000.0,000.1,000.6,000
21,000.18,000.12,000.8,000.15,000.5,000.5,000.19,000.19,000.14,000.10,000.10,000.3,000.1,000.22,000
18,000.11,000.14,000.10,000.16,000.6,000.4,000.23,000.15,000.22,000.13,000.5,000.1,000.1,000.13,000
34,000.9,000.7,000.7,000.5,000.7,000.5,000.24,000.29,000.16,000.18,000.12,000.0,000.1,000.42,000
31,000.17,000.2,000.5,000.26,000.11,000.11,000.28,000.12,000.20,000.14,000.9,000.4,000.1,000.37,000
27,000.13,000.8,000.12,000.17,000.4,000.14,000.26,000.18,000.16,000.11,000.11,000.2,000.1,000.38,000
28,000.16,000.4,000.7,000.28,000.5,000.11,000.22,000.15,000.22,000.14,000.1,000.2,000.1,000.20,000
21,000.14,000.10,000.10,000.24,000.2,000.10,000.27,000.21,000.23,000.22,000.6,000.2,000.1,000.15,000
21,000.15,000.7,000.10,000.34,000.10,000.8,000.23,000.12,000.28,000.27,000.9,000.2,000.1,000.4,000
16,000.24,000.18,000.27,000.11,000.12,000.25,000.33,000.18,000.11,000.17,000.16,000.6,000.1,000.39,000
28,000.18,000.4,000.4,000.30,000.13,000.15,000.21,000.16,000.20,000.12,000.13,000.2,000.1,000.41,000
26,000.20,000.10,000.10,000.19,000.6,000.15,000.20,000.7,000.25,000.9,000.2,000.8,000.1,000.16,000
29,000.20,000.8,000.14,000.20,000.5,000.18,000.32,000.11,000.22,000.17,000.7,000.2,000.1,000.28,000
39,000.19,000.3,000.11,000.16,000.3,000.13,000.26,000.20,000.21,000.13,000.9,000.5,000.1,000.27,000
34,000.13,000.3,000.11,000.27,000.9,000.14,000.30,000.17,000.15,000.7,000.13,000.7,000.1,000.51,000
26,000.20,000.9,000.8,000.25,000.10,000.13,000.21,000.19,000.10,000.17,000.21,000.3,000.1,000.28,000
34,000.11,000.7,000.5,000.16,000.8,000.11,000.18,000.22,000.13,000.13,000.10,000.4,000.1,000.32,000
44,000.24,000.3,000.13,000.8,000.10,000.24,000.27,000.20,000.17,000.8,000.10,000.4,000.1,000.23,000
30,000.8,000.6,000.6,000.27,000.5,000.4,000.30,000.24,000.26,000.22,000.5,000.3,000.1,000.22,000
32,000.21,000.10,000.17,000.17,000.8,000.16,000.26,000.15,000.23,000.19,000.12,000.9,000.1,000.17,000
29,000.19,000.12,000.14,000.21,000.5,000.13,000.21,000.16,000.30,000.18,000.9,000.3,000.1,000.15,000
32,000.11,000.14,000.8,000.24,000.5,000.4,000.36,000.14,000.25,000.14,000.8,000.4,000.1,000.56,000
40,000.12,000.8,000.11,000.28,000.9,000.9,000.26,000.31,000.24,000.16,000.18,000.8,000.1,000.55,000
32,000.17,000.19,000.13,000.13,000.6,000.13,000.26,000.27,000.13,000.4,000.7,000.3,000.1,000.51,000
34,000.19,000.19,000.16,000.12,000.4,000.19,000.28,000.26,000.17,000.13,000.8,000.7,000.1,000.46,000
